Player,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
"Fabian Delph

Aston Villa, 30, D(L),M(CL)",4(4),292,-,-,0.4,0.1,0.5,0.6,-,0.9,-,6.44
"David Elm

Fulham, 37, FW",3(7),326,1,1,0.6,0.3,0.2,0.8,0.6,0.7,-,6.44
"Tuncay Sanli

Stoke, 38, M(L),FW",13(17),1285,4,2,1,0.4,0.4,0.9,0.5,1.3,-,6.44
"Alan Hutton

Tottenham, 35, D(LR)",1(7),233,-,-,0.3,0.3,0.4,0.8,-,0.3,-,6.44
"Richard Garcia

Hull, 39, D(C),M(R)",14(4),1104,-,1,0.9,0.5,0.3,1.1,0.2,1.5,-,6.44
"Federico Macheda

Man Utd, 29, FW",1(4),127,1,1,0.6,0.4,0.4,0.2,-,1.8,-,6.43
"Jeffrey Bruma

Chelsea, 28, D(C)",0(2),57,-,-,-,-,-,-,-,-,-,6.43
"Brett Emerton

Blackburn, 41, D(C),DMC,M(R)",17(7),1420,-,1,0.8,0.4,0.5,0.4,0.2,1.1,-,6.42
"Ben Alnwick

Tottenham, 33, GK",1,90,-,-,-,1,-,-,-,-,-,6.42
"Gunnar Nielsen

Man City, 33, GK",0(1),14,-,-,-,-,-,-,-,-,-,6.42
"Christian Kalvenes

Burnley, 43, D(L)",3(2),276,-,-,0.6,0.4,0.2,0.4,-,0.2,-,6.42
"Michael Owen

Man Utd, 40, FW",5(14),607,3,-,1.1,0.5,0.2,0.3,0.3,0.5,-,6.42
"Jozy Altidore

Hull, 30, FW",16(12),1467,1,3,1.1,0.8,0.6,2,0.5,1.9,-,6.42
"Marc Albrighton

Aston Villa, 30, M(LR)",0(3),57,-,-,-,0.3,0.7,-,-,0.3,-,6.42
"Lukasz Fabianski

Arsenal, 35, GK",4,360,-,-,-,-,-,0.3,-,-,-,6.41
"Fabio Daprelà

West Ham, 29, D(CL),M(L)",4(3),372,-,-,-,0.3,0.6,1.1,-,0.9,-,6.41
"Mark Davies

Bolton, 32, M(CLR)",5(12),549,-,-,0.5,0.1,0.6,0.9,0.1,0.4,-,6.41
"Bjørn Helge Riise

Fulham, 37, D(R),DMC",5(7),407,-,-,0.3,0.6,0.4,1.1,0.1,0.8,-,6.40
"Mame Biram Diouf

Man Utd, 32, M(LR),FW",0(5),90,1,-,1.6,-,0.4,-,0.4,0.2,-,6.40
"Kagisho Dikgacoi

Fulham, 35, M(C)",7(5),587,-,-,0.5,0.3,0.3,0.4,-,0.6,-,6.40
"Ross Turnbull

Chelsea, 35, GK",2,180,-,-,-,-,-,-,-,-,-,6.40
"Chris Basham

Bolton, 32, D(CR),M(CR)",2(6),237,-,1,0.5,0.3,0.1,0.3,-,0.1,-,6.39
"Seol Ki-Hyeon

Fulham, 41, Midfielder",0(1),1,-,-,-,-,-,-,-,1,-,6.38
"Yildiray Bastürk

Blackburn, 41, Midfielder",1,46,-,-,-,-,-,1,-,1,-,6.38
"Sylvan Ebanks-Blake

Wolves, 34, AM(L),FW",12(11),1167,2,-,1.5,0.3,0.1,0.3,0.4,1.2,-,6.38
"Daniel Sturridge

Chelsea, 31, M(R),FW",2(11),289,1,-,1.2,0.2,0.3,0.5,-,0.5,-,6.37
"Kieron Dyer

West Ham, 41, D(C)",4(6),359,-,1,0.9,0.4,0.4,1,0.5,0.6,-,6.37
"Henrique Hilário

Chelsea, 44, Goalkeeper",2(1),218,-,-,-,-,-,0.3,-,-,-,6.35
"Marcelo Moreno Martins

Wigan, 33, FW",9(3),728,-,1,1.8,1,0.2,0.8,0.3,2.3,-,6.35
"Kevin Phillips

Birmingham, 47, FW",2(17),417,4,-,1,0.2,0.3,0.4,0.3,0.7,-,6.35
"Kanu

Portsmouth, 44, FW",6(17),818,2,2,0.6,0.7,0.3,0.9,0.3,0.9,-,6.34
"Jason Scotland

Wigan, 41, AM(L)",14(18),1550,1,2,1.3,0.9,0.3,0.4,0.3,1.5,-,6.34
"Dedryck Boyata

Man City, 29, D(C)",1(2),124,-,-,-,-,0.3,0.3,-,0.7,-,6.33
"Hayden Mullins

Portsmouth, 41, D(C)",15(3),1316,-,-,0.4,0.5,-,0.5,-,0.6,-,6.33
"Henri Lansbury

Arsenal, 29, M(C)",0(1),13,-,-,1,1,-,-,1,-,-,6.33
"Lars Jacobsen

Blackburn, 40, D(LR)",11(2),1033,-,-,0.1,0.5,0.2,0.4,-,0.5,-,6.33
"Andrey Voronin

Liverpool, 41, AM(C),FW",1(7),200,-,1,0.8,1,-,0.4,-,1,-,6.33
"Jô

Everton, 33, FW",6(9),520,-,1,1.4,0.6,0.2,0.6,0.9,1.1,-,6.32
"Nick Barmby

Hull, 46, Midfielder",6(14),752,-,-,0.8,0.4,0.1,0.3,0.1,0.1,-,6.31
"Andrew Johnson

Fulham, 39, FW",7(1),598,-,1,2,0.6,-,1.4,1.4,1.6,-,6.31
"Eidur Gudjohnsen

Tottenham, 41, AM(C),FW",3(8),383,1,-,0.7,0.4,0.4,0.4,0.2,0.6,-,6.30
"Kamel Ghilas

Hull, 36, FW",6(7),582,1,1,0.9,0.5,0.3,0.8,1.1,0.9,-,6.30
"Carlos Vela

Arsenal, 31, M(CLR),FW",1(10),227,1,-,0.5,0.5,0.4,0.6,0.2,0.9,-,6.30
"Gabriel Obertan

Man Utd, 31, M(CLR),FW",1(6),164,-,-,0.7,0.3,0.4,0.6,-,0.6,-,6.30
"Matt Hill

Wolves, 39, Defender",2,180,-,-,-,-,-,1,-,-,-,6.29
"Matt Ritchie

Portsmouth, 30, D(L),M(CLR)",1(1),81,-,-,1.5,-,-,1.5,-,1,-,6.29
"Nikola Kalinic

Blackburn, 32, FW",14(12),1451,2,1,1.4,0.3,0.2,1.3,0.8,1.2,-,6.28
"Geoffrey Mujangi Bia

Wolves, 31, AM(L)",1(2),60,-,-,1.3,0.3,-,1.3,-,0.7,-,6.27
"Michael Kightly

Wolves, 34, M(LR)",3(6),424,-,-,0.3,0.7,0.3,0.7,-,1.2,-,6.27
"Frank Nouble

West Ham, 28, AM(CLR),FW",3(5),256,-,-,0.8,0.5,0.6,0.1,0.3,1,-,6.27
"Segundo Castillo

Wolves, 38, M(C)",7(1),504,-,-,0.6,0.3,0.1,0.6,-,0.8,-,6.27
"Steven Thompson

Burnley, 41, Forward",1(19),380,4,-,0.7,0.2,0.1,0.3,0.1,0.5,-,6.26
"Daryl Murphy

Sunderland, 37, AM(LR),FW",2(1),168,-,-,-,-,1.3,0.3,-,2.7,-,6.24
"Gaël Kakuta

Chelsea, 29, M(CLR)",0(1),31,-,-,3,1,-,2,-,-,-,6.23
"Jason Brown

Blackburn, 38, Goalkeeper",3(1),334,-,-,-,-,-,-,-,0.3,-,6.23
"Benni McCarthy

West Ham, 42, FW",2(3),157,-,-,0.8,1.2,0.2,0.4,0.2,0.2,-,6.22
"Gary McSheffrey

Birmingham, 38, Forward",1(4),99,-,-,0.6,0.8,0.2,0.6,-,0.6,-,6.22
"Quincy Owusu-Abeyie

Portsmouth, 34, AM(L)",3(7),357,-,-,0.9,0.3,0.8,0.6,0.3,1,-,6.21
"Danny Webber

Portsmouth, 38, Forward",4(13),464,1,1,0.4,0.3,0.4,0.2,0.4,0.7,-,6.21
"James Vaughan

Everton, 32, FW",0(8),55,1,-,0.4,-,-,0.1,0.1,0.4,-,6.21
"Danny Welbeck

Man Utd, 29, AM(CLR),FW",1(4),137,-,-,1.2,0.2,0.2,0.4,-,0.8,-,6.21
"Chris Iwelumo

Wolves, 42, Forward",2(13),414,-,-,0.5,0.9,0.1,0.3,0.4,0.3,-,6.20
"Nathan Delfouneso

Aston Villa, 29, AM(CLR),FW",0(9),187,1,-,0.7,-,0.4,0.2,0.1,1,-,6.20
"Johannes Karl Gudjonsson

Burnley, 40, Midfielder",1(9),312,-,-,0.2,0.3,-,0.5,0.1,1,-,6.19
"Steven Reid

Blackburn, 39, D(R)",1(3),124,-,-,0.3,0.3,0.3,0.5,-,0.3,-,6.18
"Danny Pugh

Stoke, 37, D(L),M(L)",1(6),179,1,-,0.4,0.3,0.1,0.4,-,0.3,-,6.18
"Andrea Dossena

Liverpool, 38, D(L),M(L)",1(1),54,-,-,0.5,-,-,0.5,-,1,-,6.18
"Fernando Guerrero

Burnley, 31, Midfielder",0(7),72,-,-,0.6,0.1,0.7,0.4,-,0.4,-,6.18
"Dani Pacheco

Liverpool, 29, Forward",0(4),40,-,-,0.8,0.3,0.3,0.3,0.3,0.8,-,6.18
"David Nugent

Portsmouth, 35, M(C),FW",0(3),29,-,-,1,0.3,0.3,-,-,-,-,6.17
"Abdisalam Abdulkadir Ibrahim

Man City, 29, M(C)",0(1),14,-,-,1,-,-,-,-,1,-,6.16
"Fabio Borini

Chelsea, 29, M(CLR),FW",0(4),32,-,-,0.8,0.3,0.3,0.5,-,0.8,-,6.15
"Stefan Maierhofer

Wolves, 38, FW",1(7),180,1,-,0.8,0.4,-,0.3,0.1,0.9,-,6.14
"Jordan Spence

West Ham, 30, D(CR),M(R)",0(1),2,-,-,-,-,-,-,-,-,-,6.14
"Andrew Surman

Wolves, 34, M(CL)",3(4),315,-,-,0.6,0.9,0.1,0.3,-,0.9,-,6.13
"Scott Sinclair

Wigan, 31, AM(LR),FW",1(17),341,1,-,0.5,0.2,0.4,0.2,-,0.7,-,6.12
"David Healy

Sunderland, 41, Forward",0(3),32,-,-,-,0.3,-,0.3,-,-,-,6.11
"Jack Robinson

Liverpool, 27, D(CL),M(L)",0(1),2,-,-,-,1,-,-,-,-,-,6.11
"Amr Zaki

Hull, 37, Forward",2(4),228,-,-,0.8,0.2,0.3,1.2,0.3,1.8,-,6.11
"Marlon King

Wigan, 40, Forward",0(3),14,-,-,-,-,-,-,-,-,-,6.10
"Damien Johnson

Birmingham, 41, Midfielder",0(1),2,-,-,1,-,-,-,-,-,-,6.10
"Daniel Cousin

Hull, 43, Forward",1(2),77,-,-,1,0.3,0.3,0.3,-,1,-,6.09
"Giovani dos Santos

Tottenham, 31, AM(CLR),FW",0(1),12,-,-,-,-,-,-,-,-,-,6.09
"Jay Spearing

Liverpool, 31, M(C)",1(2),76,-,-,0.7,0.3,-,0.7,-,0.7,-,6.09
"Nathan Eccleston

Liverpool, 29, Forward",0(1),12,-,-,-,-,1,-,-,-,-,6.08
"Alex Nimely

Man City, 29, Forward",0(1),7,-,-,1,1,-,-,-,-,-,6.07
"Sam Vokes

Wolves, 30, FW",0(5),43,-,-,1,-,-,0.2,-,-,-,6.05
"Benjani

Sunderland, 42, FW",1(7),120,-,-,0.3,-,-,-,0.4,0.5,-,6.05
"Jamie O'Hara

Tottenham, 33, M(C)",0(2),9,-,-,0.5,-,-,-,-,-,-,6.05
"Vladimir Stojkovic

Wigan, 37, GK",4,360,-,-,-,-,-,0.3,-,-,-,6.05
"Cho Won-Hee

Wigan, 37, Midfielder",1(3),111,-,-,0.5,0.3,-,0.3,-,0.5,-,6.04
"Andriy Shevchenko

Chelsea, 43, M(C)",0(1),3,-,-,-,-,-,1,-,-,-,6.03
"Freddie Sears

West Ham, 30, M(CLR),FW",0(1),12,-,-,-,-,-,-,-,-,-,6.03
"Fredrik Stoor

Fulham, 36, Defender",0(2),24,-,-,-,-,-,-,-,-,-,6.03
"Richard Cresswell

Stoke, 42, Forward",1(1),64,-,-,0.5,-,-,0.5,-,0.5,-,6.03
"Paul Gallagher

Blackburn, 36, M(CLR)",0(1),16,-,-,-,-,-,-,-,-,-,6.02
"Jose Baxter

Everton, 28, Midfielder",0(2),4,-,-,-,-,-,-,-,1,-,6.02
"Greg Cunningham

Man City, 29, D(CL),M(L)",0(2),2,-,-,-,-,-,-,-,-,-,6.00
"Jack Wilshere

Arsenal, 28, M(CLR)",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Jake Livermore

Tottenham, 30, D(C),DMC",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Kieran Agard

Everton, 30, FW",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Kyle Naughton

Tottenham, 31, D(CLR),M(R)",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Louis Moult

Stoke, 28, FW",0(1),5,-,-,-,-,-,-,-,-,-,6.00
"Owen Hargreaves

Man Utd, 39, Midfielder",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Mustapha Riga

Bolton, 38, Midfielder",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Stephen Darby

Liverpool, 31, Defender",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Danny Ward

Bolton, 28, AM(CL),FW",0(2),16,-,-,0.5,0.5,-,-,-,-,-,6.00
"Michael Johnson

Man City, 32, Midfielder",0(1),1,-,-,-,-,-,-,-,-,-,5.99
"Toni Kallio

Fulham, 42, Defender",0(1),45,-,-,-,-,-,-,-,-,-,5.99
"Frédéric Nimani

Burnley, 31, Forward",0(2),44,-,-,-,-,-,-,0.5,-,-,5.98
"Peter Kurucz

West Ham, 32, Goalkeeper",0(1),17,-,-,-,-,-,-,-,-,-,5.98
"Eddie Johnson

Fulham, 36, FW",0(2),22,-,-,0.5,-,-,-,-,0.5,-,5.98
"George Friend

Wolves, 32, D(CL),M(L)",1,61,-,-,2,-,-,-,-,3,-,5.95
"Craig Gardner

Aston Villa, 33, D(R),M(CLR)",0(1),4,-,-,-,-,-,-,-,-,-,5.89
"Diego Penny

Burnley, 36, Goalkeeper",0(1),76,-,-,-,-,-,-,-,-,-,5.89
"Jay O'Shea

Birmingham, 32, Midfielder",0(1),8,-,-,-,-,-,-,-,1,-,5.88
"Erik Edman

Wigan, 41, Defender",2(1),187,-,-,0.7,0.7,0.3,0.7,-,0.3,-,5.84
"Olivier Kapo

Wigan, 39, AM(C),FW",0(1),31,-,-,2,1,-,-,-,5,-,5.79
"Joleon Lescott

Everton, 38, D(CL)",1,90,-,-,-,-,-,-,-,-,-,5.65
"Jack Colback

Sunderland, 30, D(L),M(C)",0(1),12,-,-,-,-,-,-,-,-,-,5.20
